name,version,kind,type,main,module,hasExports,path
@types/react-redux,7.1.34,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@types\react-redux
@types/react-transition-group,4.4.12,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@types\react-transition-group
@types/use-sync-external-store,0.0.6,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@types\use-sync-external-store
acorn-jsx,5.3.2,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\acorn-jsx
ajv,6.12.6,CJS,,lib/ajv.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\ajv
ansi-regex,5.0.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\ansi-regex
ansi-styles,4.3.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\ansi-styles
argparse,2.0.1,CJS,,argparse.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\argparse
array-union,2.1.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\array-union
asynckit,0.4.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\asynckit
babel-plugin-macros,3.1.0,CJS,,dist/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\babel-plugin-macros
balanced-match,1.0.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\balanced-match
brace-expansion,1.1.12,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@eslint\eslintrc\node_modules\brace-expansion
brace-expansion,2.0.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\brace-expansion
braces,3.0.3,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\braces
browserslist,4.25.4,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\browserslist
call-bind-apply-helpers,1.0.2,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\call-bind-apply-helpers
callsites,3.1.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\callsites
caniuse-lite,1.0.30001741,CJS,,dist/unpacker/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\caniuse-lite
chalk,4.1.2,CJS,,source,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\chalk
color-convert,2.0.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\color-convert
color-name,1.1.4,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\color-name
combined-stream,1.0.8,CJS,,./lib/combined_stream,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\combined-stream
concat-map,0.0.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\concat-map
convert-source-map,2.0.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@babel\core\node_modules\convert-source-map
convert-source-map,1.9.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\convert-source-map
cosmiconfig,7.1.0,CJS,,dist/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\cosmiconfig
cross-fetch,4.0.0,CJS,,dist/node-ponyfill.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\cross-fetch
cross-spawn,7.0.6,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\cross-spawn
csstype,3.1.3,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\csstype
dayjs,1.11.13,CJS,,dayjs.min.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\dayjs
debug,4.4.1,CJS,,./src/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\debug
deep-is,0.1.4,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\deep-is
delayed-stream,1.0.0,CJS,,./lib/delayed_stream,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\delayed-stream
dir-glob,3.0.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\dir-glob
doctrine,3.0.0,CJS,,lib/doctrine.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\doctrine
electron-to-chromium,1.5.214,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\electron-to-chromium
error-ex,1.3.2,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\error-ex
es-define-property,1.0.1,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\es-define-property
es-errors,1.3.0,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\es-errors
es-object-atoms,1.1.1,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\es-object-atoms
es-set-tostringtag,2.1.0,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\es-set-tostringtag
esbuild,0.21.5,CJS,,lib/main.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\esbuild
escape-string-regexp,4.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\escape-string-regexp
eslint,8.57.0,CJS,,./lib/api.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\eslint
eslint-plugin-react-hooks,4.6.2,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\eslint-plugin-react-hooks
eslint-plugin-react-refresh,0.4.7,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\eslint-plugin-react-refresh
esrecurse,4.3.0,CJS,,esrecurse.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\esrecurse
estraverse,5.3.0,CJS,,estraverse.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\estraverse
esutils,2.0.3,CJS,,lib/utils.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\esutils
fast-deep-equal,3.1.3,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fast-deep-equal
fast-glob,3.3.3,CJS,,out/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fast-glob
fast-json-stable-stringify,2.1.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fast-json-stable-stringify
fast-levenshtein,2.0.6,CJS,,levenshtein.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fast-levenshtein
fastq,1.19.1,CJS,,queue.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fastq
file-entry-cache,6.0.1,CJS,,cache.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\file-entry-cache
fill-range,7.1.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fill-range
find-root,1.1.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\find-root
find-up,5.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\find-up
flat-cache,3.2.0,CJS,,src/cache.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\flat-cache
follow-redirects,1.15.11,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\follow-redirects
form-data,4.0.4,CJS,,./lib/form_data,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\form-data
fs.realpath,1.0.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fs.realpath
function-bind,1.1.2,CJS,,index,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\function-bind
gensync,1.0.0-beta.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\gensync
get-intrinsic,1.3.0,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\get-intrinsic
get-proto,1.0.1,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\get-proto
glob,7.2.3,CJS,,glob.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\glob
glob-parent,5.1.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\fast-glob\node_modules\glob-parent
glob-parent,6.0.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\glob-parent
globals,13.24.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\globals
globby,11.1.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\globby
gopd,1.2.0,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\gopd
graphemer,1.4.0,CJS,,./lib/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\graphemer
has-flag,4.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\has-flag
has-symbols,1.1.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\has-symbols
has-tostringtag,1.0.2,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\has-tostringtag
hasown,2.0.2,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\hasown
hoist-non-react-statics,3.3.2,CJS,,dist/hoist-non-react-statics.cjs.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\hoist-non-react-statics
ignore,5.3.2,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\ignore
imurmurhash,0.1.4,CJS,,imurmurhash.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\imurmurhash
inflight,1.0.6,CJS,,inflight.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\inflight
inherits,2.0.4,CJS,,./inherits.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\inherits
is-arrayish,0.2.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\is-arrayish
is-core-module,2.16.1,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\is-core-module
is-extglob,2.1.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\is-extglob
is-glob,4.0.3,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\is-glob
is-number,7.0.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\is-number
is-path-inside,3.0.3,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\is-path-inside
isexe,2.0.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\isexe
js-tokens,4.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\js-tokens
jsesc,3.1.0,CJS,,jsesc.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\jsesc
json-buffer,3.0.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\json-buffer
json-parse-even-better-errors,2.3.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\json-parse-even-better-errors
json-schema-traverse,0.4.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\json-schema-traverse
json-stable-stringify-without-jsonify,1.0.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\json-stable-stringify-without-jsonify
keyv,4.5.4,CJS,,src/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\keyv
levn,0.4.1,CJS,,./lib/,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\levn
lines-and-columns,1.2.4,CJS,,./build/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\lines-and-columns
locate-path,6.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\locate-path
lodash.merge,4.6.2,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\lodash.merge
loose-envify,1.4.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\loose-envify
lru-cache,5.1.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\lru-cache
merge2,1.4.1,CJS,,./index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\merge2
micromatch,4.0.8,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\micromatch
mime-db,1.52.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\mime-db
mime-types,2.1.35,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\mime-types
minimatch,3.1.2,CJS,,minimatch.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@eslint\eslintrc\node_modules\minimatch
ms,2.1.3,CJS,,./index,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\ms
natural-compare,1.4.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\natural-compare
normalize-wheel,1.0.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\normalize-wheel
object-assign,4.1.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\object-assign
once,1.4.0,CJS,,once.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\once
optionator,0.9.4,CJS,,./lib/,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\optionator
p-limit,3.1.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\p-limit
p-locate,5.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\p-locate
parent-module,1.0.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\parent-module
parse-json,5.2.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\parse-json
path-exists,4.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\path-exists
path-is-absolute,1.0.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\path-is-absolute
path-key,3.1.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\path-key
path-parse,1.0.7,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\path-parse
path-type,4.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\path-type
picocolors,1.1.1,CJS,,./picocolors.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\picocolors
picomatch,2.3.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\picomatch
prelude-ls,1.2.1,CJS,,lib/,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\prelude-ls
prop-types,15.8.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\prop-types
proxy-from-env,1.1.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\proxy-from-env
queue-microtask,1.2.3,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\queue-microtask
react,18.3.1,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\react
react-dom,18.3.1,CJS,,index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\react-dom
react-is,16.13.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\hoist-non-react-statics\node_modules\react-is
react-is,17.0.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\react-beautiful-dnd\node_modules\react-is
react-is,19.1.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\react-is
react-refresh,0.14.2,CJS,,runtime.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\react-refresh
resolve,1.22.10,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\resolve
resolve-from,4.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\resolve-from
reusify,1.1.0,CJS,,reusify.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\reusify
rimraf,3.0.2,CJS,,rimraf.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\rimraf
run-parallel,1.2.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\run-parallel
scheduler,0.23.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\scheduler
semver,6.3.1,CJS,,semver.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@babel\core\node_modules\semver
semver,7.7.2,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\semver
shebang-command,2.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\shebang-command
shebang-regex,3.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\shebang-regex
slash,3.0.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\slash
source-map,0.5.7,CJS,,./source-map.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\source-map
source-map-js,1.2.1,CJS,,./source-map.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\source-map-js
strip-ansi,6.0.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\strip-ansi
strip-json-comments,3.1.1,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\strip-json-comments
supports-color,7.2.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\supports-color
supports-preserve-symlinks-flag,1.0.0,CJS,,./index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\supports-preserve-symlinks-flag
text-table,0.2.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\text-table
to-regex-range,5.0.1,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\to-regex-range
toastify,2.0.1,CJS,,dist/build.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\toastify
tr46,0.0.3,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\tr46
type-check,0.4.0,CJS,,./lib/,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\type-check
type-fest,0.20.2,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\type-fest
typescript,5.2.2,CJS,,./lib/typescript.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\typescript
undici-types,5.26.5,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\undici-types
uri-js,4.4.1,CJS,,dist/es5/uri.all.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\uri-js
void-elements,3.1.0,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\void-elements
webidl-conversions,3.0.1,CJS,,lib/index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\webidl-conversions
whatwg-url,5.0.0,CJS,,lib/public-api.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\whatwg-url
which,2.0.2,CJS,,which.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\which
word-wrap,1.2.5,CJS,,index.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\word-wrap
wrappy,1.0.2,CJS,,wrappy.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\wrappy
yallist,3.1.1,CJS,,yallist.js,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\yallist
yaml,1.10.2,CJS,commonjs,./index.js,,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\yaml
yocto-queue,0.1.0,CJS,,,,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\yocto-queue
@date-io/date-fns,3.2.1,DUAL,,build/index.js,build/index.esm.js,false,C:\Dev\Projects\SayMyName\Frontend\node_modules\@date-io\date-fns
@emotion/babel-plugin,11.13.5,DUAL,,dist/emotion-babel-plugin.cjs.js,dist/emotion-babel-plugin.esm.js,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\@emotion\babel-plugin
@emotion/cache,11.14.0,DUAL,,dist/emotion-cache.cjs.js,dist/emotion-cache.esm.js,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\@emotion\cache
@emotion/hash,0.9.2,DUAL,,dist/emotion-hash.cjs.js,dist/emotion-hash.esm.js,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\@emotion\hash
@emotion/is-prop-valid,1.4.0,DUAL,,dist/emotion-is-prop-valid.cjs.js,dist/emotion-is-prop-valid.esm.js,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\@emotion\is-prop-valid
@emotion/memoize,0.9.0,DUAL,,dist/emotion-memoize.cjs.js,dist/emotion-memoize.esm.js,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\@emotion\memoize
@emotion/react,11.11.4,DUAL,,dist/emotion-react.cjs.js,dist/emotion-react.esm.js,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\@emotion\react
@emotion/serialize,1.3.3,DUAL,,dist/emotion-serialize.cjs.js,dist/emotion-serialize.esm.js,true,C:\Dev\Projects\SayMyName\Frontend\node_modules\@emotion\serialize
